,ID,Timestamp,Age,Primary streaming service,Primary streaming service Indicator,Hours per day,While working,While working Indicator,Instrumentalist,Instrumentalist Indicator,Composer,Composer Indicator,Fav genre,Fav genre Indicator,Exploratory,Exploratory Indicator,Foreign languages,Foreign languages Indicator,BPM,Frequency [Classical],Classical F Indicator,Frequency [Country],Country F Indicator,Frequency [EDM],EDM F Indicator,Frequency [Folk],Folk F Indicator,Frequency [Gospel],Gospel F Indicator,Frequency [Hip hop],Hip hop F Indicator,Frequency [Jazz],Jazz F Indicator,Frequency [K pop],K pop F Indicator,Frequency [Latin],Latin F Indicator,Frequency [Lofi],Lofi F Indicator,Frequency [Metal],Metal F Indicator,Frequency [Pop],Pop F Indicator,Frequency [R&B],R&B F Indicator,Frequency [Rap],Rap F Indicator,Frequency [Rock],Rock F Indicator,Frequency [Video game music],Video game music F Indicator,Anxiety,Depression,Insomnia,OCD,Music effects,Music Effects Number,Permissions,spec_cluster_habits,spec_cluster_mental,spec_cluster_all,prim_habits_cluster,prim_mental_cluster,prim_all_cluster,gmm_cluster_habits,gmm_cluster_mental,gmm_cluster_all,fcm_habits,fcm_mental,fcm_all,kmeans_habits,kmeans_mental,kmeans_all,spec_kmodes_habits,spec_kmodes_genre,spec_kmodes_all,SVD_habits,SVD_mental,SVD_all,PCA_habits,PCA_mental,PCA_all,ICA_habits,ICA_mental,ICA_all,MDS_habits,MDS_mental,MDS_all
544,733,11/01/2022 22:26,18.0,Spotify,2,1.0,Yes,1.0,Yes,1.0,No,0.0,Pop,10,Yes,1,Yes,1.0,160.0,Rarely,1,Rarely,1,Never,0,Never,0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Rarely,1,Never,0,Very frequently,3,Never,0,Never,0,Sometimes,2,Sometimes,2,3.0,2.0,2.0,5.0,Improve,1.0,I understand.,3,5,5,4,4,5,0,2,2,6,5,1,7,7,1,0,9,1,"(np.float64(-0.05104650040394879), np.float64(1.2675511139121838))","(np.float64(-1.0002699805755524), np.float64(1.224985131187233))","(np.float64(-0.936575178788943), np.float64(-0.42986310826643603))","(np.float64(-0.051046500403948036), np.float64(1.2675511139121802))","(np.float64(-1.0002699805755515), np.float64(1.2249851311872366))","(np.float64(-0.936575178788943), np.float64(-0.42986310826643603))","(np.float64(-0.14394433204783494), np.float64(1.2564216642904436))","(np.float64(-1.3804314499944415), np.float64(0.6217278977741673))","(np.float64(0.7653653775072439), np.float64(-0.11389983192393682))","(np.float64(0.6252289833606992), np.float64(-1.2780451485829998))","(np.float64(1.568744011707998), np.float64(0.7808963583911109))","(np.float64(0.6189523237000929), np.float64(-1.9736584911106412))"
545,40,8/28/2022 11:39:21,20.0,Spotify,2,4.0,Yes,1.0,No,0.0,No,0.0,EDM,8,Yes,1,No,0.0,161.0,Rarely,1,Rarely,1,Very frequently,3,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Never,0,Sometimes,2,Rarely,1,Very frequently,3,Very frequently,3,Sometimes,2,Very frequently,3,Rarely,1,7.0,2.0,8.0,6.0,Improve,1.0,I understand.,3,0,0,4,2,4,0,0,4,6,6,2,7,2,7,6,8,7,"(np.float64(0.5670638224732958), np.float64(1.251735062279168))","(np.float64(0.8527664284409121), np.float64(0.9474880890191457))","(np.float64(0.9844772965952244), np.float64(0.5009495510772425))","(np.float64(0.5670638224732968), np.float64(1.2517350622791668))","(np.float64(0.8527664284409127), np.float64(0.9474880890191526))","(np.float64(0.9844772965952244), np.float64(0.5009495510772425))","(np.float64(0.3966023337483109), np.float64(1.2832505859162848))","(np.float64(-0.1606625132858998), np.float64(1.1873262166467518))","(np.float64(-0.82463474102289), np.float64(0.1636020308720805))","(np.float64(0.027510897484180057), np.float64(-1.4307688165167758))","(np.float64(-0.3016576022774583), np.float64(1.9667779011917146))","(np.float64(-2.3153944613135056), np.float64(-0.39471267749607847))"
546,109,8/28/2022 16:13:28,34.0,Other streaming service,5,4.0,Yes,1.0,No,0.0,No,0.0,Metal,13,Yes,1,Yes,1.0,161.0,Rarely,1,Never,0,Sometimes,2,Never,0,Never,0,Sometimes,2,Rarely,1,Never,0,Never,0,Never,0,Very frequently,3,Rarely,1,Never,0,Sometimes,2,Sometimes,2,Rarely,1,6.0,7.0,0.0,0.0,No effect,0.0,I understand.,3,6,5,8,1,5,2,1,1,6,0,4,2,3,3,1,9,8,"(np.float64(0.24266007022016542), np.float64(0.9276631170284446))","(np.float64(-0.5099349920524124), np.float64(-0.6870446567860647))","(np.float64(-0.5570806740839761), np.float64(0.8837122834244874))","(np.float64(0.24266007022016384), np.float64(0.9276631170284536))","(np.float64(-0.5099349920524126), np.float64(-0.6870446567860722))","(np.float64(-0.5570806740839761), np.float64(0.8837122834244874))","(np.float64(0.13897227356946906), np.float64(0.9387941181319369))","(np.float64(0.176967881994282), np.float64(-0.8138627380450438))","(np.float64(-0.011739222129997612), np.float64(0.9504251122377957))","(np.float64(0.3386527044309238), np.float64(-1.5303633810791821))","(np.float64(0.07485593764560021), np.float64(-1.3066416272999701))","(np.float64(-0.543411765014835), np.float64(-2.020230108001501))"
547,296,8/29/2022 3:09:21,15.0,I do not use a streaming service.,6,5.0,Yes,1.0,Yes,1.0,No,0.0,Metal,13,Yes,1,No,0.0,161.0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Rarely,1,Never,0,Rarely,1,Sometimes,2,Never,0,6.0,7.0,8.0,2.0,Improve,1.0,I understand.,3,2,5,4,3,4,0,5,4,6,3,2,7,0,3,0,4,8,"(np.float64(0.9044384279593074), np.float64(1.367165984328062))","(np.float64(0.9815221712001811), np.float64(-0.9331264709205077))","(np.float64(1.2381076245005525), np.float64(0.780729543371449))","(np.float64(0.9044384279593094), np.float64(1.3671659843280575))","(np.float64(0.9815221712001809), np.float64(-0.9331264709205032))","(np.float64(1.2381076245005525), np.float64(0.780729543371449))","(np.float64(0.6819119366917513), np.float64(1.421212447305378))","(np.float64(1.1739906224853982), np.float64(-0.3782283443097294))","(np.float64(-1.0988579346931302), np.float64(0.3404357312477656))","(np.float64(-0.2558569782260243), np.float64(-1.6533430382086687))","(np.float64(-1.5128856169087772), np.float64(-0.31611382247864456))","(np.float64(-2.0974025096067765), np.float64(-0.6494329007834964))"
548,323,8/29/2022 5:35:40,23.0,Apple Music,1,3.0,No,0.0,No,0.0,No,0.0,Rock,2,Yes,1,No,0.0,161.0,Rarely,1,Never,0,Sometimes,2,Sometimes,2,Never,0,Rarely,1,Never,0,Never,0,Never,0,Rarely,1,Rarely,1,Sometimes,2,Never,0,Never,0,Very frequently,3,Sometimes,2,7.0,6.0,4.0,2.0,Improve,1.0,I understand.,0,6,5,0,1,5,5,6,4,1,0,5,3,3,3,3,2,3,"(np.float64(-1.4153428114020865), np.float64(1.4486166106430163))","(np.float64(0.4000953134379626), np.float64(-0.36226612431603455))","(np.float64(0.4338602004650307), np.float64(0.43719471288373146))","(np.float64(-1.4153428114020803), np.float64(1.4486166106430163))","(np.float64(0.4000953134379626), np.float64(-0.3622661243160365))","(np.float64(0.4338602004650307), np.float64(0.43719471288373146))","(np.float64(-1.3485038250658954), np.float64(1.3424828453936857))","(np.float64(0.4663952454837199), np.float64(-0.13856875141154637))","(np.float64(-0.45211971693104663), np.float64(0.2654990896769141))","(np.float64(2.3082273422088027), np.float64(-0.695313927079205))","(np.float64(-0.4760640073959168), np.float64(-0.059046030153178476))","(np.float64(-0.9416589660357724), np.float64(-0.7315051123456616))"
549,95,8/28/2022 14:58:17,19.0,YouTube Music,3,4.0,Yes,1.0,No,0.0,No,0.0,Video game music,3,Yes,1,No,0.0,162.0,Rarely,1,Never,0,Rarely,1,Never,0,Never,0,Rarely,1,Sometimes,2,Never,0,Never,0,Sometimes,2,Never,0,Sometimes,2,Never,0,Never,0,Rarely,1,Very frequently,3,8.0,2.0,1.0,6.0,Improve,1.0,I understand.,3,5,5,4,4,5,0,2,3,6,5,3,7,7,3,6,2,1,"(np.float64(0.5901408675036734), np.float64(1.306290174107544))","(np.float64(0.001128326617449046), np.float64(1.7038486551372942))","(np.float64(0.2041644551568094), np.float64(-0.46244440797374003))","(np.float64(0.5901408675036747), np.float64(1.3062901741075421))","(np.float64(0.0011283266174502346), np.float64(1.7038486551372898))","(np.float64(0.2041644551568094), np.float64(-0.46244440797374003))","(np.float64(0.4124588395155037), np.float64(1.3390665248118654))","(np.float64(-1.1435179150674597), np.float64(1.469560333398153))","(np.float64(0.06109649608440734), np.float64(-0.47215079773077673))","(np.float64(0.029009603785458107), np.float64(-1.475148929764084))","(np.float64(0.8611101332133256), np.float64(1.6872011103484539))","(np.float64(0.6920896551490702), np.float64(1.510811162929507))"
550,195,8/28/2022 20:33:43,30.0,Spotify,2,1.0,No,0.0,Yes,1.0,No,0.0,Rock,2,Yes,1,No,0.0,162.0,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,Never,0,Rarely,1,Never,0,Never,0,Never,0,Never,0,Sometimes,2,Sometimes,2,Never,0,Rarely,1,Very frequently,3,Never,0,8.0,5.0,8.0,9.0,Improve,1.0,I understand.,0,0,0,0,2,4,5,0,4,1,2,2,3,2,7,3,6,2,"(np.float64(-2.020671584164713), np.float64(1.3186058705522792))","(np.float64(2.0295283706038085), np.float64(1.467240139200195))","(np.float64(1.774522386435754), np.float64(0.5738871986531782))","(np.float64(-2.020671584164709), np.float64(1.3186058705522838))","(np.float64(2.02952837060381), np.float64(1.4672401392001992))","(np.float64(1.774522386435754), np.float64(0.5738871986531782))","(np.float64(-1.8664622308743202), np.float64(1.1715831283374154))","(np.float64(0.14659334447479963), np.float64(2.14658144956069))","(np.float64(-1.3515339438857776), np.float64(0.0008289523161805652))","(np.float64(2.623388391090971), np.float64(-0.349207573398911))","(np.float64(-1.4701237502671893), np.float64(2.4071001134611443))","(np.float64(-2.5411919888009513), np.float64(2.0888964367248364))"
551,596,09/08/2022 16:56,21.0,Spotify,2,8.0,Yes,1.0,No,0.0,No,0.0,Lofi,15,Yes,1,Yes,1.0,162.0,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,6.0,5.0,9.0,8.0,Improve,1.0,I understand.,3,0,0,3,2,4,2,0,0,5,2,2,6,2,0,5,3,2,"(np.float64(1.4298619644785149), np.float64(1.258757948337697))","(np.float64(1.632917922219232), np.float64(1.0315294339031575))","(np.float64(1.9713506276159523), np.float64(1.131579951454335))","(np.float64(1.4298619644785167), np.float64(1.2587579483376976))","(np.float64(1.632917922219233), np.float64(1.0315294339031658))","(np.float64(1.9713506276159523), np.float64(1.131579951454335))","(np.float64(1.148850013865371), np.float64(1.3496252352785485))","(np.float64(0.21798902571559425), np.float64(1.5986426226904331))","(np.float64(-1.7039266229369976), np.float64(0.4423964345269722))","(np.float64(-0.8895593439443961), np.float64(-2.0095888138958693))","(np.float64(-1.403664067517415), np.float64(2.169138435853766))","(np.float64(-3.3826415197869237), np.float64(0.7511929472387212))"
552,715,10/04/2022 19:33,29.0,Apple Music,1,1.0,No,0.0,No,0.0,No,0.0,Country,7,Yes,1,No,0.0,163.0,Sometimes,2,Very frequently,3,Never,0,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Never,0,Rarely,1,Never,0,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Never,0,9.0,3.0,2.0,0.0,No effect,0.0,I understand.,0,7,5,0,1,7,5,1,1,1,0,4,3,1,3,3,8,2,"(np.float64(-1.9975945391343357), np.float64(1.3731609823806552))","(np.float64(-0.32892223522701647), np.float64(-0.3259265829965898))","(np.float64(-0.48907719560451146), np.float64(0.2919030216725641))","(np.float64(-1.997594539134331), np.float64(1.3731609823806592))","(np.float64(-0.32892223522701663), np.float64(-0.3259265829965957))","(np.float64(-0.48907719560451146), np.float64(0.2919030216725641))","(np.float64(-1.8506057251071275), np.float64(1.227399067232996))","(np.float64(0.035424139418510546), np.float64(-0.4238821097039622))","(np.float64(0.18803444219966803), np.float64(0.40195933875546297))","(np.float64(2.61308836358241), np.float64(-0.4059885176901001))","(np.float64(0.5189409780425015), np.float64(0.07738865582961077))","(np.float64(-0.5588777232384712), np.float64(-1.9431414323679677))"
553,722,10/11/2022 15:46,19.0,Spotify,2,5.0,Yes,1.0,Yes,1.0,No,0.0,Pop,10,Yes,1,Yes,1.0,163.0,Very frequently,3,Sometimes,2,Rarely,1,Never,0,Rarely,1,Rarely,1,Rarely,1,Very frequently,3,Sometimes,2,Very frequently,3,Rarely,1,Very frequently,3,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,10.0,8.0,1.0,0.0,Improve,1.0,I understand.,3,6,5,4,7,0,0,1,1,6,0,0,7,3,3,0,9,4,"(np.float64(0.8115623384830069), np.float64(1.3373882314487895))","(np.float64(0.6280856069221119), np.float64(-0.8679937990114859))","(np.float64(0.8470860950955588), np.float64(0.12149134857214808))","(np.float64(0.8115623384830082), np.float64(1.337388231448788))","(np.float64(0.6280856069221118), np.float64(-0.8679937990114976))","(np.float64(0.8470860950955588), np.float64(0.12149134857214808))","(np.float64(0.6032120652923475), np.float64(1.3852201246175329))","(np.float64(0.9331440352499989), np.float64(-0.47558411518694343))","(np.float64(-0.5826826370254644), np.float64(-0.13584312348618424))","(np.float64(-0.17840576662333107), np.float64(-1.6213001004254626))","(np.float64(-1.4412523308605176), np.float64(-1.5377922361845366))","(np.float64(-2.066714139108535), np.float64(-1.4753682027595711))"
554,176,8/28/2022 19:29:25,18.0,Spotify,2,2.0,Yes,1.0,No,0.0,No,0.0,R&B,5,No,0,Yes,1.0,164.0,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Rarely,1,Never,0,Very frequently,3,Very frequently,3,Rarely,1,Never,0,Never,0,5.0,6.0,0.0,1.0,No effect,0.0,I understand.,3,3,5,4,1,5,0,4,6,6,0,4,7,3,3,9,0,5,"(np.float64(0.17009101589798958), np.float64(1.3928705184705445))","(np.float64(-0.7488251740606173), np.float64(-0.26799376301749556))","(np.float64(-0.6370247814599593), np.float64(-0.2360523255228867))","(np.float64(0.1700910158979906), np.float64(1.3928705184705414))","(np.float64(-0.7488251740606173), np.float64(-0.26799376301750083))","(np.float64(-0.6370247814599593), np.float64(-0.2360523255228867))","(np.float64(0.039171969563692684), np.float64(1.3962109805433494))","(np.float64(-0.2376556022070224), np.float64(-0.5563150207816899))","(np.float64(0.4974891203026444), np.float64(-0.027138064217211717))","(np.float64(0.4571966773631938), np.float64(-1.4148981860352594))","(np.float64(0.5055231268866565), np.float64(-0.8394592184116906))","(np.float64(-0.18312323524837246), np.float64(-1.7736549130578503))"
555,74,8/28/2022 14:02:12,26.0,Spotify,2,2.0,Yes,1.0,Yes,1.0,Yes,1.0,Hip hop,9,Yes,1,Yes,1.0,165.0,Rarely,1,Rarely,1,Very frequently,3,Rarely,1,Rarely,1,Very frequently,3,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Very frequently,3,Very frequently,3,Rarely,1,6.0,3.0,1.0,1.0,Improve,1.0,I understand.,3,7,5,4,1,5,2,4,2,6,1,4,7,1,3,0,8,9,"(np.float64(-0.01537720837721661), np.float64(1.2390936654948839))","(np.float64(-0.9402915515231475), np.float64(0.03786275787874185))","(np.float64(-0.9550551443459883), np.float64(0.2258696405227164))","(np.float64(-0.01537720837721699), np.float64(1.2390936654948868))","(np.float64(-0.9402915515231476), np.float64(0.03786275787873852))","(np.float64(-0.9550551443459883), np.float64(0.2258696405227164))","(np.float64(-0.11059084906979853), np.float64(1.2305906187204207))","(np.float64(-0.549820235435245), np.float64(-0.3757659640899212))","(np.float64(0.5082380989639057), np.float64(0.4773994550602895))","(np.float64(0.5972683493258911), np.float64(-1.3414112102362359))","(np.float64(0.9401519496410287), np.float64(-0.1932364347786936))","(np.float64(0.23943968937009558), np.float64(-1.6461247161181518))"
556,547,09/03/2022 14:35,18.0,Spotify,2,1.0,Yes,1.0,Yes,1.0,Yes,1.0,Rock,2,Yes,1,No,0.0,165.0,Sometimes,2,Never,0,Sometimes,2,Never,0,Never,0,Rarely,1,Rarely,1,Never,0,Never,0,Rarely,1,Very frequently,3,Sometimes,2,Never,0,Rarely,1,Very frequently,3,Rarely,1,5.0,6.0,8.0,2.0,Improve,1.0,I understand.,3,2,5,4,3,0,0,5,4,6,3,2,7,0,1,4,6,0,"(np.float64(-0.05151975819960701), np.float64(1.424586692607376))","(np.float64(0.5987514388568822), np.float64(-0.8150211233611784))","(np.float64(0.5777541625745248), np.float64(0.596504486444914))","(np.float64(-0.051519758199606115), np.float64(1.4245866926073727))","(np.float64(0.5987514388568818), np.float64(-0.8150211233611719))","(np.float64(0.5777541625745248), np.float64(0.596504486444914))","(np.float64(-0.15667253899002861), np.float64(1.412481191702508))","(np.float64(0.8812129911837654), np.float64(-0.4426518699141231))","(np.float64(-0.6079345480362155), np.float64(0.36634186334579927))","(np.float64(0.6836138460040624), np.float64(-1.4354796673433283))","(np.float64(-1.227543305560439), np.float64(-0.5137822092833858))","(np.float64(-1.6384975551771062), np.float64(-1.2436223191598752))"
557,587,09/06/2022 14:43,23.0,I do not use a streaming service.,6,10.0,Yes,1.0,Yes,1.0,Yes,1.0,Metal,13,No,0,Yes,1.0,165.0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Never,0,Never,0,Never,0,Sometimes,2,Never,0,0.0,0.0,0.0,0.0,No effect,0.0,I understand.,3,4,1,3,8,2,2,1,1,5,4,1,6,5,2,2,4,8,"(np.float64(1.8262668616990314), np.float64(1.3060651865805515))","(np.float64(-2.987734165519364), np.float64(0.1540770490135818))","(np.float64(-2.3754969819535368), np.float64(1.11210009727104))","(np.float64(1.8262668616990332), np.float64(1.3060651865805544))","(np.float64(-2.9877341655193645), np.float64(0.15407704901358654))","(np.float64(-2.3754969819535368), np.float64(1.11210009727104))","(np.float64(1.4910065297193567), np.float64(1.4239362735459609))","(np.float64(-1.7697057983945559), np.float64(-1.1648628810245567))","(np.float64(1.0385944859100416), np.float64(1.6791792749827448))","(np.float64(-1.342951374743724), np.float64(-2.4071638358585794))","(np.float64(2.9026214787563656), np.float64(-1.1836369790751606))","(np.float64(1.8084691135004813), np.float64(-3.7781114662671866))"
558,130,8/28/2022 17:32:18,35.0,Spotify,2,6.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,Yes,1.0,166.0,Sometimes,2,Rarely,1,Sometimes,2,Very frequently,3,Never,0,Rarely,1,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Sometimes,2,4.0,1.0,3.0,1.0,No effect,0.0,I understand.,3,1,5,8,6,3,1,3,5,6,1,1,2,5,1,1,1,2,"(np.float64(0.6620473609119278), np.float64(1.0609325828387135))","(np.float64(-1.4049090005641445), np.float64(0.0620802263591699))","(np.float64(-1.306496002809089), np.float64(1.4896894362833402))","(np.float64(0.6620473609119266), np.float64(1.0609325828387242))","(np.float64(-1.4049090005641445), np.float64(0.062080226359173235))","(np.float64(-1.306496002809089), np.float64(1.4896894362833402))","(np.float64(0.494439653802209), np.float64(1.1001330007773429))","(np.float64(-0.8251968864658961), np.float64(-0.5566900382987539))","(np.float64(0.21134646303373888), np.float64(1.7081582673230384))","(np.float64(-0.266193332341235), np.float64(-2.031043341620734))","(np.float64(1.464565743473115), np.float64(-0.4208711994844653))","(np.float64(0.5251966314584519), np.float64(-2.4780730033710485))"
559,76,8/28/2022 14:04:20,16.0,Spotify,2,5.0,Yes,1.0,Yes,1.0,Yes,1.0,Jazz,4,Yes,1,Yes,1.0,167.0,Sometimes,2,Rarely,1,Never,0,Never,0,Rarely,1,Rarely,1,Very frequently,3,Very frequently,3,Rarely,1,Never,0,Never,0,Very frequently,3,Rarely,1,Very frequently,3,Sometimes,2,Never,0,7.0,7.0,8.0,4.0,Improve,1.0,I understand.,3,2,5,4,2,4,0,6,4,6,6,2,7,0,3,0,0,0,"(np.float64(0.8806988220150083), np.float64(1.5324606826729557))","(np.float64(1.4708792248065112), np.float64(-0.31685110561768665))","(np.float64(1.7071215628521732), np.float64(0.742025881911001))","(np.float64(0.8806988220150103), np.float64(1.532460682672952))","(np.float64(1.4708792248065115), np.float64(-0.3168511056176831))","(np.float64(1.7071215628521732), np.float64(0.742025881911001))","(np.float64(0.6482359412054873), np.float64(1.5838798467866877))","(np.float64(1.033068655408647), np.float64(0.36567867767700923))","(np.float64(-1.3780449013733747), np.float64(0.17052590441397616))","(np.float64(-0.16464838876468516), np.float64(-1.7963493318851407))","(np.float64(-1.6409138138641028), np.float64(0.5179355463561964))","(np.float64(-2.42531170165401), np.float64(-0.22247117104980685))"
560,721,10/09/2022 22:15,17.0,Spotify,2,5.0,Yes,1.0,No,0.0,No,0.0,Hip hop,9,Yes,1,No,0.0,168.0,Rarely,1,Sometimes,2,Very frequently,3,Never,0,Sometimes,2,Very frequently,3,Never,0,Sometimes,2,Never,0,Sometimes,2,Rarely,1,Very frequently,3,Very frequently,3,Very frequently,3,Rarely,1,Rarely,1,7.0,7.0,5.0,5.0,Improve,1.0,I understand.,3,0,5,4,2,4,0,0,3,6,6,2,7,6,3,6,3,5,"(np.float64(0.8574324738663673), np.float64(1.5407198023226565))","(np.float64(1.1633737516732032), np.float64(0.3020842805488993))","(np.float64(1.4086708544224475), np.float64(0.37298152917225325))","(np.float64(0.8574324738663692), np.float64(1.5407198023226538))","(np.float64(1.163373751673204), np.float64(0.3020842805488987))","(np.float64(1.4086708544224475), np.float64(0.37298152917225325))","(np.float64(0.6272881526614171), np.float64(1.5904877188559325))","(np.float64(0.445954885150053), np.float64(0.765765455044825))","(np.float64(-1.0390407808558058), np.float64(-0.07314307649801903))","(np.float64(-0.1380969689556248), np.float64(-1.8018692102617448))","(np.float64(-0.9456981385203654), np.float64(0.8498987905125799))","(np.float64(-2.0440613475410414), np.float64(-0.2862948621922519))"
561,26,8/28/2022 4:38:14,18.0,Spotify,2,2.0,No,0.0,No,0.0,No,0.0,Pop,10,Yes,1,Yes,1.0,169.0,Sometimes,2,Rarely,1,Rarely,1,Very frequently,3,Rarely,1,Rarely,1,Rarely,1,Very frequently,3,Never,0,Sometimes,2,Never,0,Very frequently,3,Sometimes,2,Sometimes,2,Sometimes,2,Never,0,7.0,4.0,2.0,5.0,Improve,1.0,I understand.,0,5,5,0,1,5,5,2,2,1,5,3,3,7,3,0,9,4,"(np.float64(-1.5217576634660581), np.float64(1.8159225753998043))","(np.float64(0.16846338998332896), np.float64(1.017542981837257))","(np.float64(0.26019035087935344), np.float64(-0.3365566113473793))","(np.float64(-1.5217576634660512), np.float64(1.8159225753998007))","(np.float64(0.1684633899833298), np.float64(1.0175429818372537))","(np.float64(0.26019035087935344), np.float64(-0.3365566113473793))","(np.float64(-1.47015708756053), np.float64(1.7002565619955723))","(np.float64(-0.5893367099459913), np.float64(0.9505040214854409))","(np.float64(-0.02574380742888112), np.float64(-0.3758216755685652))","(np.float64(2.4828646155854432), np.float64(-0.9085659111334756))","(np.float64(0.29173127361194867), np.float64(1.0092132556204103))","(np.float64(-0.9210044255810187), np.float64(-1.2737955647542807))"
